"age","chronicCondition","state","prevalence","gender","year"
"Less than 65 Years","Autism Spectrum Disorders","Maryland ",0.43,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Massachusetts ",0.53,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Michigan ",0.36,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Minnesota ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Mississippi ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Missouri ",0.49,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Montana ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Nebraska ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Nevada ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","New Hampshire ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","New Jersey ",0.73,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","New Mexico ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","New York ",0.75,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","North Carolina ",0.34,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","North Dakota ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Ohio ",0.42,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Oklahoma ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Oregon ",0.45,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Pennsylvania ",0.48,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Puerto Rico ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Rhode Island ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","South Carolina ",0.23,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","South Dakota ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Tennessee ",0.22,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Texas ",0.34,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Utah ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Vermont ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Virgin Islands ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Virginia ",0.36,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Washington ",0.38,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","West Virginia ",0.33,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Wisconsin ",0.68,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Wyoming ",NA,"Female","2013"
"Less than 65 Years","Autism Spectrum Disorders","Unknown ",NA,"Female","2013"
"Less than 65 Years","COPD","National ",12.34,"Female","2013"
"Less than 65 Years","COPD","Alabama ",13.65,"Female","2013"
"Less than 65 Years","COPD","Alaska ",9.66,"Female","2013"
"Less than 65 Years","COPD","Arizona ",8.81,"Female","2013"
"Less than 65 Years","COPD","Arkansas ",13.07,"Female","2013"
"Less than 65 Years","COPD","California ",8.92,"Female","2013"
"Less than 65 Years","COPD","Colorado ",9.41,"Female","2013"
"Less than 65 Years","COPD","Connecticut ",10.2,"Female","2013"
"Less than 65 Years","COPD","Delaware ",12.5,"Female","2013"
"Less than 65 Years","COPD","District of Columbia ",9.32,"Female","2013"
"Less than 65 Years","COPD","Florida ",14.4,"Female","2013"
"Less than 65 Years","COPD","Georgia ",13.12,"Female","2013"
"Less than 65 Years","COPD","Hawaii ",4.75,"Female","2013"
"Less than 65 Years","COPD","Idaho ",10.14,"Female","2013"
"Less than 65 Years","COPD","Illinois ",12.85,"Female","2013"
"Less than 65 Years","COPD","Indiana ",17.01,"Female","2013"
"Less than 65 Years","COPD","Iowa ",12.42,"Female","2013"
"Less than 65 Years","COPD","Kansas ",13.18,"Female","2013"
"Less than 65 Years","COPD","Kentucky ",19.11,"Female","2013"
"Less than 65 Years","COPD","Louisiana ",12.91,"Female","2013"
"Less than 65 Years","COPD","Maine ",12.1,"Female","2013"
"Less than 65 Years","COPD","Maryland ",11.19,"Female","2013"
"Less than 65 Years","COPD","Massachusetts ",9.09,"Female","2013"
"Less than 65 Years","COPD","Michigan ",15.69,"Female","2013"
"Less than 65 Years","COPD","Minnesota ",7.37,"Female","2013"
"Less than 65 Years","COPD","Mississippi ",12.94,"Female","2013"
"Less than 65 Years","COPD","Missouri ",16.76,"Female","2013"
"Less than 65 Years","COPD","Montana ",11.07,"Female","2013"
"Less than 65 Years","COPD","Nebraska ",12.33,"Female","2013"
"Less than 65 Years","COPD","Nevada ",13.3,"Female","2013"
"Less than 65 Years","COPD","New Hampshire ",10.7,"Female","2013"
"Less than 65 Years","COPD","New Jersey ",9.56,"Female","2013"
"Less than 65 Years","COPD","New Mexico ",7.52,"Female","2013"
"Less than 65 Years","COPD","New York ",8.94,"Female","2013"
"Less than 65 Years","COPD","North Carolina ",13.59,"Female","2013"
"Less than 65 Years","COPD","North Dakota ",9.44,"Female","2013"
"Less than 65 Years","COPD","Ohio ",16.46,"Female","2013"
"Less than 65 Years","COPD","Oklahoma ",16.23,"Female","2013"
"Less than 65 Years","COPD","Oregon ",9.23,"Female","2013"
"Less than 65 Years","COPD","Pennsylvania ",10.44,"Female","2013"
"Less than 65 Years","COPD","Puerto Rico ",4.7,"Female","2013"
"Less than 65 Years","COPD","Rhode Island ",10.73,"Female","2013"
"Less than 65 Years","COPD","South Carolina ",12.1,"Female","2013"
"Less than 65 Years","COPD","South Dakota ",10.35,"Female","2013"
"Less than 65 Years","COPD","Tennessee ",16.85,"Female","2013"
"Less than 65 Years","COPD","Texas ",12.14,"Female","2013"
"Less than 65 Years","COPD","Utah ",6.62,"Female","2013"
"Less than 65 Years","COPD","Vermont ",9.81,"Female","2013"
"Less than 65 Years","COPD","Virgin Islands ",1.92,"Female","2013"
"Less than 65 Years","COPD","Virginia ",11.54,"Female","2013"
"Less than 65 Years","COPD","Washington ",8.44,"Female","2013"
"Less than 65 Years","COPD","West Virginia ",18.51,"Female","2013"
"Less than 65 Years","COPD","Wisconsin ",8.57,"Female","2013"
"Less than 65 Years","COPD","Wyoming ",12.08,"Female","2013"
"Less than 65 Years","COPD","Unknown ",3.05,"Female","2013"
"Less than 65 Years","Cancer","National ",3.56,"Female","2013"
"Less than 65 Years","Cancer","Alabama ",3.56,"Female","2013"
"Less than 65 Years","Cancer","Alaska ",3.64,"Female","2013"
"Less than 65 Years","Cancer","Arizona ",3.25,"Female","2013"
"Less than 65 Years","Cancer","Arkansas ",3.13,"Female","2013"
"Less than 65 Years","Cancer","California ",3.41,"Female","2013"
"Less than 65 Years","Cancer","Colorado ",3.34,"Female","2013"
"Less than 65 Years","Cancer","Connecticut ",3.96,"Female","2013"
"Less than 65 Years","Cancer","Delaware ",3.71,"Female","2013"
"Less than 65 Years","Cancer","District of Columbia ",3.82,"Female","2013"
"Less than 65 Years","Cancer","Florida ",4.23,"Female","2013"
"Less than 65 Years","Cancer","Georgia ",3.82,"Female","2013"
"Less than 65 Years","Cancer","Hawaii ",3.78,"Female","2013"
"Less than 65 Years","Cancer","Idaho ",2.55,"Female","2013"
"Less than 65 Years","Cancer","Illinois ",3.8,"Female","2013"
"Less than 65 Years","Cancer","Indiana ",3.46,"Female","2013"
"Less than 65 Years","Cancer","Iowa ",3.16,"Female","2013"
"Less than 65 Years","Cancer","Kansas ",3.24,"Female","2013"
"Less than 65 Years","Cancer","Kentucky ",3.56,"Female","2013"
"Less than 65 Years","Cancer","Louisiana ",3.65,"Female","2013"
"Less than 65 Years","Cancer","Maine ",3.25,"Female","2013"
"Less than 65 Years","Cancer","Maryland ",3.98,"Female","2013"
"Less than 65 Years","Cancer","Massachusetts ",3.58,"Female","2013"
"Less than 65 Years","Cancer","Michigan ",3.51,"Female","2013"
"Less than 65 Years","Cancer","Minnesota ",2.92,"Female","2013"
"Less than 65 Years","Cancer","Mississippi ",3.82,"Female","2013"
"Less than 65 Years","Cancer","Missouri ",3.83,"Female","2013"
"Less than 65 Years","Cancer","Montana ",3.02,"Female","2013"
"Less than 65 Years","Cancer","Nebraska ",2.87,"Female","2013"
"Less than 65 Years","Cancer","Nevada ",3,"Female","2013"
"Less than 65 Years","Cancer","New Hampshire ",3.31,"Female","2013"
"Less than 65 Years","Cancer","New Jersey ",4.06,"Female","2013"
"Less than 65 Years","Cancer","New Mexico ",2.74,"Female","2013"
"Less than 65 Years","Cancer","New York ",3.85,"Female","2013"
"Less than 65 Years","Cancer","North Carolina ",3.97,"Female","2013"
"Less than 65 Years","Cancer","North Dakota ",2.85,"Female","2013"
"Less than 65 Years","Cancer","Ohio ",3.43,"Female","2013"
"Less than 65 Years","Cancer","Oklahoma ",3.25,"Female","2013"
"Less than 65 Years","Cancer","Oregon ",3.15,"Female","2013"
"Less than 65 Years","Cancer","Pennsylvania ",3.44,"Female","2013"
"Less than 65 Years","Cancer","Puerto Rico ",4.01,"Female","2013"
"Less than 65 Years","Cancer","Rhode Island ",3.87,"Female","2013"
"Less than 65 Years","Cancer","South Carolina ",3.84,"Female","2013"
"Less than 65 Years","Cancer","South Dakota ",3.01,"Female","2013"
"Less than 65 Years","Cancer","Tennessee ",3.8,"Female","2013"
"Less than 65 Years","Cancer","Texas ",3.36,"Female","2013"
"Less than 65 Years","Cancer","Utah ",2.36,"Female","2013"
"Less than 65 Years","Cancer","Vermont ",2.84,"Female","2013"
"Less than 65 Years","Cancer","Virgin Islands ",3.84,"Female","2013"
"Less than 65 Years","Cancer","Virginia ",3.65,"Female","2013"
"Less than 65 Years","Cancer","Washington ",3.07,"Female","2013"
"Less than 65 Years","Cancer","West Virginia ",3.35,"Female","2013"
"Less than 65 Years","Cancer","Wisconsin ",3.12,"Female","2013"
"Less than 65 Years","Cancer","Wyoming ",2.88,"Female","2013"
"Less than 65 Years","Cancer","Unknown ",1.75,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","National ",12.12,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Alabama ",11.39,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Alaska ",10.45,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Arizona ",13.79,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Arkansas ",9.36,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","California ",12.09,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Colorado ",10.68,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Connecticut ",10.81,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Delaware ",13.76,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","District of Columbia ",16.06,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Florida ",14.49,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Georgia ",15.24,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Hawaii ",17.35,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Idaho ",9.97,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Illinois ",12.49,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Indiana ",12.18,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Iowa ",9.87,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Kansas ",11.27,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Kentucky ",10.51,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Louisiana ",14.31,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Maine ",7.48,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Maryland ",13.85,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Massachusetts ",9.19,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Michigan ",11.99,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Minnesota ",10.15,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Mississippi ",12,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Missouri ",12,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Montana ",8.81,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Nebraska ",11.15,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Nevada ",12.67,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","New Hampshire ",7.42,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","New Jersey ",11.25,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","New Mexico ",10.9,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","New York ",10.12,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","North Carolina ",13.44,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","North Dakota ",10.76,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Ohio ",12.68,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Oklahoma ",12.3,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Oregon ",10.08,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Pennsylvania ",10.39,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Puerto Rico ",18.97,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Rhode Island ",8.69,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","South Carolina ",13.13,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","South Dakota ",10.44,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Tennessee ",12.73,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Texas ",15.92,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Utah ",10.96,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Vermont ",6.8,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Virgin Islands ",9.08,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Virginia ",12.48,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Washington ",10.58,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","West Virginia ",11.43,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Wisconsin ",11.28,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Wyoming ",9.13,"Female","2013"
"Less than 65 Years","Chronic Kidney Disease","Unknown ",10.8,"Female","2013"
"Less than 65 Years","Depression ","National ",36.28,"Female","2013"
"Less than 65 Years","Depression ","Alabama ",29.3,"Female","2013"
"Less than 65 Years","Depression ","Alaska ",32.58,"Female","2013"
"Less than 65 Years","Depression ","Arizona ",29.95,"Female","2013"
"Less than 65 Years","Depression ","Arkansas ",33.76,"Female","2013"
"Less than 65 Years","Depression ","California ",30.67,"Female","2013"
"Less than 65 Years","Depression ","Colorado ",35.43,"Female","2013"
"Less than 65 Years","Depression ","Connecticut ",39.96,"Female","2013"
"Less than 65 Years","Depression ","Delaware ",36.33,"Female","2013"
"Less than 65 Years","Depression ","District of Columbia ",28.5,"Female","2013"
"Less than 65 Years","Depression ","Florida ",36.36,"Female","2013"
"Less than 65 Years","Depression ","Georgia ",31.98,"Female","2013"
"Less than 65 Years","Depression ","Hawaii ",20.66,"Female","2013"
"Less than 65 Years","Depression ","Idaho ",42.29,"Female","2013"
"Less than 65 Years","Depression ","Illinois ",36.4,"Female","2013"
"Less than 65 Years","Depression ","Indiana ",40.09,"Female","2013"
"Less than 65 Years","Depression ","Iowa ",40.58,"Female","2013"
"Less than 65 Years","Depression ","Kansas ",40.21,"Female","2013"
"Less than 65 Years","Depression ","Kentucky ",39.59,"Female","2013"
"Less than 65 Years","Depression ","Louisiana ",31.59,"Female","2013"
"Less than 65 Years","Depression ","Maine ",47.22,"Female","2013"
"Less than 65 Years","Depression ","Maryland ",34.61,"Female","2013"
"Less than 65 Years","Depression ","Massachusetts ",46.69,"Female","2013"
"Less than 65 Years","Depression ","Michigan ",38.23,"Female","2013"
"Less than 65 Years","Depression ","Minnesota ",45.7,"Female","2013"
"Less than 65 Years","Depression ","Mississippi ",29.42,"Female","2013"
"Less than 65 Years","Depression ","Missouri ",44.14,"Female","2013"
"Less than 65 Years","Depression ","Montana ",38.98,"Female","2013"
"Less than 65 Years","Depression ","Nebraska ",38.6,"Female","2013"
"Less than 65 Years","Depression ","Nevada ",32.16,"Female","2013"
"Less than 65 Years","Depression ","New Hampshire ",43.42,"Female","2013"
"Less than 65 Years","Depression ","New Jersey ",30.15,"Female","2013"
"Less than 65 Years","Depression ","New Mexico ",35.06,"Female","2013"
"Less than 65 Years","Depression ","New York ",31.13,"Female","2013"
"Less than 65 Years","Depression ","North Carolina ",36.62,"Female","2013"
"Less than 65 Years","Depression ","North Dakota ",40.43,"Female","2013"
"Less than 65 Years","Depression ","Ohio ",40.72,"Female","2013"
"Less than 65 Years","Depression ","Oklahoma ",40.17,"Female","2013"
"Less than 65 Years","Depression ","Oregon ",35.95,"Female","2013"
"Less than 65 Years","Depression ","Pennsylvania ",36.46,"Female","2013"
"Less than 65 Years","Depression ","Puerto Rico ",27.69,"Female","2013"
"Less than 65 Years","Depression ","Rhode Island ",43.66,"Female","2013"
"Less than 65 Years","Depression ","South Carolina ",32.41,"Female","2013"
"Less than 65 Years","Depression ","South Dakota ",38.36,"Female","2013"
"Less than 65 Years","Depression ","Tennessee ",38.32,"Female","2013"
"Less than 65 Years","Depression ","Texas ",36.37,"Female","2013"
"Less than 65 Years","Depression ","Utah ",37.55,"Female","2013"
"Less than 65 Years","Depression ","Vermont ",45.79,"Female","2013"
"Less than 65 Years","Depression ","Virgin Islands ",5.5,"Female","2013"
"Less than 65 Years","Depression ","Virginia ",36.28,"Female","2013"
"Less than 65 Years","Depression ","Washington ",34.15,"Female","2013"
"Less than 65 Years","Depression ","West Virginia ",42.49,"Female","2013"
"Less than 65 Years","Depression ","Wisconsin ",39.39,"Female","2013"
"Less than 65 Years","Depression ","Wyoming ",37.79,"Female","2013"
"Less than 65 Years","Depression ","Unknown ",8.11,"Female","2013"
"Less than 65 Years","Diabetes","National ",26.31,"Female","2013"
"Less than 65 Years","Diabetes","Alabama ",29.3,"Female","2013"
"Less than 65 Years","Diabetes","Alaska ",20.5,"Female","2013"
"Less than 65 Years","Diabetes","Arizona ",22.76,"Female","2013"
"Less than 65 Years","Diabetes","Arkansas ",24.91,"Female","2013"
"Less than 65 Years","Diabetes","California ",23.94,"Female","2013"
"Less than 65 Years","Diabetes","Colorado ",19.26,"Female","2013"
"Less than 65 Years","Diabetes","Connecticut ",24.14,"Female","2013"
"Less than 65 Years","Diabetes","Delaware ",28.59,"Female","2013"
"Less than 65 Years","Diabetes","District of Columbia ",33.32,"Female","2013"
"Less than 65 Years","Diabetes","Florida ",27.09,"Female","2013"
"Less than 65 Years","Diabetes","Georgia ",28.88,"Female","2013"
"Less than 65 Years","Diabetes","Hawaii ",22.5,"Female","2013"
"Less than 65 Years","Diabetes","Idaho ",23.24,"Female","2013"
"Less than 65 Years","Diabetes","Illinois ",28.05,"Female","2013"
"Less than 65 Years","Diabetes","Indiana ",27.77,"Female","2013"
"Less than 65 Years","Diabetes","Iowa ",24.39,"Female","2013"
"Less than 65 Years","Diabetes","Kansas ",26.62,"Female","2013"
"Less than 65 Years","Diabetes","Kentucky ",27.69,"Female","2013"
"Less than 65 Years","Diabetes","Louisiana ",28.84,"Female","2013"
"Less than 65 Years","Diabetes","Maine ",21.5,"Female","2013"
"Less than 65 Years","Diabetes","Maryland ",28.76,"Female","2013"
"Less than 65 Years","Diabetes","Massachusetts ",20.07,"Female","2013"
"Less than 65 Years","Diabetes","Michigan ",27.79,"Female","2013"
"Less than 65 Years","Diabetes","Minnesota ",19.37,"Female","2013"
"Less than 65 Years","Diabetes","Mississippi ",30.89,"Female","2013"
"Less than 65 Years","Diabetes","Missouri ",27.66,"Female","2013"
"Less than 65 Years","Diabetes","Montana ",19.61,"Female","2013"
"Less than 65 Years","Diabetes","Nebraska ",24.98,"Female","2013"
"Less than 65 Years","Diabetes","Nevada ",23.17,"Female","2013"
"Less than 65 Years","Diabetes","New Hampshire ",18.57,"Female","2013"
"Less than 65 Years","Diabetes","New Jersey ",27.12,"Female","2013"
"Less than 65 Years","Diabetes","New Mexico ",25.6,"Female","2013"
"Less than 65 Years","Diabetes","New York ",25.03,"Female","2013"
"Less than 65 Years","Diabetes","North Carolina ",30.69,"Female","2013"
"Less than 65 Years","Diabetes","North Dakota ",21.5,"Female","2013"
"Less than 65 Years","Diabetes","Ohio ",27.44,"Female","2013"
"Less than 65 Years","Diabetes","Oklahoma ",28.66,"Female","2013"
"Less than 65 Years","Diabetes","Oregon ",21.3,"Female","2013"
"Less than 65 Years","Diabetes","Pennsylvania ",22.35,"Female","2013"
"Less than 65 Years","Diabetes","Puerto Rico ",37.1,"Female","2013"
"Less than 65 Years","Diabetes","Rhode Island ",22.22,"Female","2013"
"Less than 65 Years","Diabetes","South Carolina ",28.37,"Female","2013"
"Less than 65 Years","Diabetes","South Dakota ",22.67,"Female","2013"
"Less than 65 Years","Diabetes","Tennessee ",27.91,"Female","2013"
"Less than 65 Years","Diabetes","Texas ",31.05,"Female","2013"
"Less than 65 Years","Diabetes","Utah ",20.11,"Female","2013"
"Less than 65 Years","Diabetes","Vermont ",19.95,"Female","2013"
"Less than 65 Years","Diabetes","Virgin Islands ",29.03,"Female","2013"
"Less than 65 Years","Diabetes","Virginia ",27.71,"Female","2013"
"Less than 65 Years","Diabetes","Washington ",21.21,"Female","2013"
"Less than 65 Years","Diabetes","West Virginia ",28.99,"Female","2013"
"Less than 65 Years","Diabetes","Wisconsin ",21.75,"Female","2013"
"Less than 65 Years","Diabetes","Wyoming ",19.68,"Female","2013"
"Less than 65 Years","Diabetes","Unknown ",19.18,"Female","2013"
"Less than 65 Years","HIV/AIDS","National ",0.87,"Female","2013"
"Less than 65 Years","HIV/AIDS","Alabama ",0.61,"Female","2013"
"Less than 65 Years","HIV/AIDS","Alaska ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Arizona ",0.35,"Female","2013"
"Less than 65 Years","HIV/AIDS","Arkansas ",0.38,"Female","2013"
"Less than 65 Years","HIV/AIDS","California ",0.63,"Female","2013"
"Less than 65 Years","HIV/AIDS","Colorado ",0.33,"Female","2013"
"Less than 65 Years","HIV/AIDS","Connecticut ",1.49,"Female","2013"
"Less than 65 Years","HIV/AIDS","Delaware ",1.46,"Female","2013"
"Less than 65 Years","HIV/AIDS","District of Columbia ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Florida ",2.43,"Female","2013"
"Less than 65 Years","HIV/AIDS","Georgia ",1.41,"Female","2013"
"Less than 65 Years","HIV/AIDS","Hawaii ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Idaho ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Illinois ",0.84,"Female","2013"
"Less than 65 Years","HIV/AIDS","Indiana ",0.39,"Female","2013"
"Less than 65 Years","HIV/AIDS","Iowa ",0.19,"Female","2013"
"Less than 65 Years","HIV/AIDS","Kansas ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Kentucky ",0.27,"Female","2013"
"Less than 65 Years","HIV/AIDS","Louisiana ",1.3,"Female","2013"
"Less than 65 Years","HIV/AIDS","Maine ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Maryland ",2.27,"Female","2013"
"Less than 65 Years","HIV/AIDS","Massachusetts ",1.07,"Female","2013"
"Less than 65 Years","HIV/AIDS","Michigan ",0.42,"Female","2013"
"Less than 65 Years","HIV/AIDS","Minnesota ",0.42,"Female","2013"
"Less than 65 Years","HIV/AIDS","Mississippi ",0.74,"Female","2013"
"Less than 65 Years","HIV/AIDS","Missouri ",0.39,"Female","2013"
"Less than 65 Years","HIV/AIDS","Montana ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Nebraska ",0.31,"Female","2013"
"Less than 65 Years","HIV/AIDS","Nevada ",0.77,"Female","2013"
"Less than 65 Years","HIV/AIDS","New Hampshire ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","New Jersey ",1.6,"Female","2013"
"Less than 65 Years","HIV/AIDS","New Mexico ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","New York ",1.72,"Female","2013"
"Less than 65 Years","HIV/AIDS","North Carolina ",1.1,"Female","2013"
"Less than 65 Years","HIV/AIDS","North Dakota ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Ohio ",0.41,"Female","2013"
"Less than 65 Years","HIV/AIDS","Oklahoma ",0.25,"Female","2013"
"Less than 65 Years","HIV/AIDS","Oregon ",0.27,"Female","2013"
"Less than 65 Years","HIV/AIDS","Pennsylvania ",0.81,"Female","2013"
"Less than 65 Years","HIV/AIDS","Puerto Rico ",0.56,"Female","2013"
"Less than 65 Years","HIV/AIDS","Rhode Island ",0.62,"Female","2013"
"Less than 65 Years","HIV/AIDS","South Carolina ",1.08,"Female","2013"
"Less than 65 Years","HIV/AIDS","South Dakota ",0.36,"Female","2013"
"Less than 65 Years","HIV/AIDS","Tennessee ",0.51,"Female","2013"
"Less than 65 Years","HIV/AIDS","Texas ",0.95,"Female","2013"
"Less than 65 Years","HIV/AIDS","Utah ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Vermont ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Virgin Islands ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Virginia ",0.91,"Female","2013"
"Less than 65 Years","HIV/AIDS","Washington ",0.35,"Female","2013"
"Less than 65 Years","HIV/AIDS","West Virginia ",0.16,"Female","2013"
"Less than 65 Years","HIV/AIDS","Wisconsin ",0.28,"Female","2013"
"Less than 65 Years","HIV/AIDS","Wyoming ",NA,"Female","2013"
"Less than 65 Years","HIV/AIDS","Unknown ",NA,"Female","2013"
"Less than 65 Years","Heart Failure","National ",9.35,"Female","2013"
"Less than 65 Years","Heart Failure","Alabama ",10.73,"Female","2013"
"Less than 65 Years","Heart Failure","Alaska ",6,"Female","2013"
"Less than 65 Years","Heart Failure","Arizona ",6.46,"Female","2013"
"Less than 65 Years","Heart Failure","Arkansas ",9.54,"Female","2013"
"Less than 65 Years","Heart Failure","California ",8.71,"Female","2013"
"Less than 65 Years","Heart Failure","Colorado ",5.99,"Female","2013"
"Less than 65 Years","Heart Failure","Connecticut ",7.64,"Female","2013"
"Less than 65 Years","Heart Failure","Delaware ",9.45,"Female","2013"
"Less than 65 Years","Heart Failure","District of Columbia ",14.08,"Female","2013"
"Less than 65 Years","Heart Failure","Florida ",10.15,"Female","2013"
"Less than 65 Years","Heart Failure","Georgia ",11.44,"Female","2013"
"Less than 65 Years","Heart Failure","Hawaii ",8.3,"Female","2013"
"Less than 65 Years","Heart Failure","Idaho ",6.25,"Female","2013"
"Less than 65 Years","Heart Failure","Illinois ",10.97,"Female","2013"
"Less than 65 Years","Heart Failure","Indiana ",10.34,"Female","2013"
"Less than 65 Years","Heart Failure","Iowa ",6.93,"Female","2013"
"Less than 65 Years","Heart Failure","Kansas ",8.77,"Female","2013"
"Less than 65 Years","Heart Failure","Kentucky ",9.63,"Female","2013"
"Less than 65 Years","Heart Failure","Louisiana ",12.66,"Female","2013"
"Less than 65 Years","Heart Failure","Maine ",4.41,"Female","2013"
"Less than 65 Years","Heart Failure","Maryland ",10.38,"Female","2013"
"Less than 65 Years","Heart Failure","Massachusetts ",5.34,"Female","2013"
"Less than 65 Years","Heart Failure","Michigan ",11.03,"Female","2013"
"Less than 65 Years","Heart Failure","Minnesota ",4.68,"Female","2013"
"Less than 65 Years","Heart Failure","Mississippi ",12.16,"Female","2013"
"Less than 65 Years","Heart Failure","Missouri ",9.84,"Female","2013"
